"rgn_id","rgn_label","year","Xtr_o","Xtr","Xtr_dif","E","Ed","L","U","V","P","S"
86,"Saint Helena",2009,,,,,,5075960.93148,0.0962997835421538,6606.6,,3.251
86,"Saint Helena",2010,,,,,,5087733.49405,0.107564934045844,6606.6,,3.251
86,"Saint Helena",2011,,,,,,5108753.5384,0.097558439794935,6606.6,,3.251
88,"Tristan da Cunha",2006,,,,,,4967140.69855,0.0558181819045455,259.238,,3.251
88,"Tristan da Cunha",2007,,,,,,5010078.05609,0.0503030301600606,259.238,,3.251
88,"Tristan da Cunha",2008,,,,,,5070052.39791,0.0545282830920303,259.238,,3.251
88,"Tristan da Cunha",2009,,,,,,5075960.93148,0.0962997835421538,259.238,,3.251
88,"Tristan da Cunha",2010,,,,,,5087733.49405,0.107564934045844,259.238,264,3.251
88,"Tristan da Cunha",2011,,,,,,5108753.5384,0.097558439794935,259.238,,3.251
89,"South Georgia and the South Sandwich Islands",2006,,,,,,,,30,30,
89,"South Georgia and the South Sandwich Islands",2007,,,,,,,,30,,
89,"South Georgia and the South Sandwich Islands",2008,,,,,,,,30,,
89,"South Georgia and the South Sandwich Islands",2009,,,,,,,,30,,
89,"South Georgia and the South Sandwich Islands",2010,,,,,,,,30,,
89,"South Georgia and the South Sandwich Islands",2011,,,,,,,,30,,
90,"Prince Edward Islands",2006,,,,,,,,50,,
90,"Prince Edward Islands",2007,,,,,,,,50,,
90,"Prince Edward Islands",2008,,,,,,,,50,,
90,"Prince Edward Islands",2009,,,,,,,,50,,
90,"Prince Edward Islands",2010,,,,,,,,50,50,
90,"Prince Edward Islands",2011,,,,,,,,50,,
91,"Crozet Islands",2006,,,,,,,,0,,
91,"Crozet Islands",2007,,,,,,,,0,,
91,"Crozet Islands",2008,,,,,,,,0,,
91,"Crozet Islands",2009,,,,,,,,0,,
91,"Crozet Islands",2010,,,,,,,,0,0,
91,"Crozet Islands",2011,,,,,,,,0,,
92,"Amsterdam Island and Saint Paul Island",2006,,,,,,,,25,,
92,"Amsterdam Island and Saint Paul Island",2007,,,,,,,,25,,
92,"Amsterdam Island and Saint Paul Island",2008,,,,,,,,25,,
92,"Amsterdam Island and Saint Paul Island",2009,,,,,,,,25,,
92,"Amsterdam Island and Saint Paul Island",2010,,,,,,,,25,25,
92,"Amsterdam Island and Saint Paul Island",2011,,,,,,,,25,,
93,"Kerguelen Islands",2006,,,,,,,,90,,
93,"Kerguelen Islands",2007,,,,,,,,90,,
93,"Kerguelen Islands",2008,,,,,,,,90,,
93,"Kerguelen Islands",2009,,,,,,,,90,,
93,"Kerguelen Islands",2010,,,,,,,,90,90,
93,"Kerguelen Islands",2011,,,,,,,,90,,
94,"Heard and McDonald Islands",2006,,,,,,,,0,,
94,"Heard and McDonald Islands",2007,,,,,,,,0,,
94,"Heard and McDonald Islands",2008,,,,,,,,0,,
94,"Heard and McDonald Islands",2009,,,,,,,,0,,
94,"Heard and McDonald Islands",2010,,,,,,,,0,0,
94,"Heard and McDonald Islands",2011,,,,,,,,0,,
95,"Falkland Islands",2006,,,,,,4967140.69855,0.0558181819045455,2841.46,,3.953
95,"Falkland Islands",2007,,,,,,5010078.05609,0.0503030301600606,2841.46,,3.953
95,"Falkland Islands",2008,,,,,,5070052.39791,0.0545282830920303,2841.46,,3.953
95,"Falkland Islands",2009,,,,,,5075960.93148,0.0962997835421538,2841.46,,3.953
95,"Falkland Islands",2010,,,,,,5087733.49405,0.107564934045844,2841.46,,3.953
95,"Falkland Islands",2011,,,,,,5108753.5384,0.097558439794935,2841.46,2932,3.953
96,"Sierra Leone",2006,0.00641408,,,,32000,2043696.79,,2585890,5280909,2.87
96,"Sierra Leone",2007,0.006634573,,,,34200,2102400.356,,2585890,5416015,2.87
96,"Sierra Leone",2008,0.00577027,,,,30300,2155756.566,,2585890,5532139,2.87
96,"Sierra Leone",2009,0.005622345,,,,30100,2208537.918,,2585890,5641182,2.87
96,"Sierra Leone",2010,0.005614401,,,,30900,2260967.801,,2585890,5751976,2.87
96,"Sierra Leone",2011,0.006459007,,,,33400,2320197.661,,2585890,5865491,2.87
97,"Liberia",2006,,,,,,1133739.779,0.0623333319066592,2143750,3384791,3.251
97,"Liberia",2007,,,,,,1192449.541,0.05599999905,2143750,3522294,3.251
97,"Liberia",2008,,,,,,1255475.455,0.0496666661933295,2143750,3672714,3.251
97,"Liberia",2009,,,,,,1317799.247,0.0433333333366636,2143750,3821440,3.251
97,"Liberia",2010,,,,,,1374476.494,0.03700000048,2143750,3957990,3.251
97,"Liberia",2011,,,,,,1428748.29,0.0306666676233317,2143750,4079697,3.251
98,"Togo",2006,0.002342046,0.00527150285458145,0.00292945685458145,0.00520223490123343,11900,2618625.413,0.126458333926665,1772240,5685845,3.251
98,"Togo",2007,0.002780832,0.00609933343956034,0.00331850143956034,0.00617688183091911,14400,2693816.103,0.134583334161822,1772240,5834806,3.251
98,"Togo",2008,0.002711703,0.00579603774930592,0.00308433474930592,0.00602332885549423,14600,2774056.398,0.126222223909211,1772240,5987491,3.251
98,"Togo",2009,0.003216428,0.00669922192937383,0.00348279392937383,0.00714444291465707,17700,2855941.581,0.132527779056601,1772240,6144457,3.251
98,"Togo",2010,0.004134245,0.00839025750393349,0.00425601250393349,0.00918312966357998,23500,2939361.095,0.129388891582222,1772240,6306014,3.251
98,"Togo",2011,0.00414831,0.00820250044185591,0.00405419044185591,0.00921437040026313,23200,3020612.453,0.166458340461666,1772240,6472304,3.251
99,"Benin",2006,0.005404605,,,,37300,3159732.829,,3368860,8443671,3.09
99,"Benin",2007,0.006813094,,,,48900,3271684.714,,3368860,8707490,3.09
99,"Benin",2008,0.006343436,,,,46800,3385160.216,,3368860,8973293,3.09
99,"Benin",2009,0.004583775,,,,34800,3500390.307,,3368860,9240783,3.09
99,"Benin",2010,0.004695963,,,,37000,3617604.926,,3368860,9509798,3.09
99,"Benin",2011,0.005536766,,,,41200,3731556.337,,3368860,9779795,3.09
100,"Republique du Congo",2006,0.003586211,0.00632349068306979,0.00273727968306979,0.00789914407771858,10500,1486757.924,0.105935189244167,892737,3646653,3.27
100,"Republique du Congo",2007,0.003839202,0.00656750519299227,0.00272830319299227,0.00845639103169803,11700,1537156.505,0.0999166718916672,892737,3758858,3.27
100,"Republique du Congo",2008,0.003415803,0.00566593095116616,0.00225012795116616,0.00752379541291763,10700,1589965.691,0.105543865485439,892737,3876475,3.27
100,"Republique du Congo",2009,0.003150656,0.00507088486188679,0.00192022886188679,0.00693977064034436,10200,1642627.762,0.105220767001931,892737,3995146,3.27
100,"Republique du Congo",2010,0.002470705,0.00386378905008513,0.00139308405008513,0.00544208253780649,8200,1693323.99,0.110166674026668,892737,4111715,3.27
100,"Republique du Congo",2011,0.003072857,0.00467621208706252,0.00160335508706252,0.00676840794576089,11500,1739037.518,0.0229824563031571,892737,4225359,3.27
101,"Namibia",2006,0.018389303,0.0101965568575133,-0.0081927461424867,0.0331936881301842,18700,812141.0647,0.306327261823635,167275,2052931,3.77
101,"Namibia",2007,0.01865943,0.0102082553572793,-0.0084511746427207,0.0336812812363114,19300,844929.0199,0.321814533423271,167275,2080700,3.77
101,"Namibia",2008,0.017391171,0.00937877705112509,-0.00801239394887491,0.0313920051607728,17200,878061.2053,0.3759999847,167275,2110791,3.77
101,"Namibia",2009,0.014693683,0.00780315435934654,-0.00689052864065346,0.0265228929203377,15000,903613.5885,0.374124986287507,167275,2143498,3.77
101,"Namibia",2010,0.018553,0.00969228350337583,-0.00886071649662417,0.0334891691614736,18800,929045.12,0.39574998532501,167275,2178967,3.77
101,"Namibia",2011,0.023930341,0.0122835745599786,-0.0116467664400214,0.0431955606839554,20900,955745.1741,0.493749976074987,167275,2217618,3.77
102,"South Africa",2006,0.027075935,0.0428307775886005,0.0157548425886005,0.043252291953249,589000,17594025.23,0.2260000038,11444500,47730946,4.13
102,"South Africa",2007,0.026900883,0.0420897375995195,0.0151888545995195,0.0429726563654029,600200,17975574.01,0.2229999924,11444500,48257282,4.13
102,"South Africa",2008,0.026751453,0.0413963650107216,0.0146449120107216,0.0427339511802918,617700,18699287.64,0.2270000076,11444500,48793022,4.13
102,"South Africa",2009,0.024935933,0.03817453679085,0.01323860379085,0.0398337588322133,559200,18398877.99,0.2370000076,11444500,49320150,4.13
102,"South Africa",2010,0.025997984,0.0392661008320865,0.0132681168320865,0.0415303252982488,568000,18163018.74,0.2470000076,11444500,49991300,4.13
102,"South Africa",2011,0.025536837,0.0381156043924965,0.0125787673924965,0.040793669613471,569800,18549606.4,0.2470000076,11444500,50586757,4.13
103,"Sao Tome and Principe",2006,0.02881816,0.221790206851758,0.192972046851758,0.0634761224473215,2800,52954.47231,0.1670000076,169688,158806,3.27
103,"Sao Tome and Principe",2007,0.026200803,0.195989209060691,0.169788406060691,0.0577110198945197,2600,54334.13642,0.170833342833334,169688,163390,3.27
103,"Sao Tome and Principe",2008,0.029676505,0.215572307866161,0.185895802866161,0.0653667517362775,3000,55607.70492,0.174666678066668,169688,168253,3.27
103,"Sao Tome and Principe",2009,0.029037737,0.204860216858002,0.175822479858002,0.0639597738588992,3000,57096.14339,0.178500013300002,169688,173240,3.27
103,"Sao Tome and Principe",2010,0.023673538,0.162341765925277,0.138668227925277,0.0521443569275805,2500,58634.92951,0.182333348533335,169688,178228,3.27
103,"Sao Tome and Principe",2011,0.022236748,,,,2700,60437.41602,,169688,183177,3.27
104,"Equatorial Guinea",2006,,,,,,324033.9909,,346269,621517,3.27
104,"Equatorial Guinea",2007,,,,,,335061.1104,,346269,639618,3.27
104,"Equatorial Guinea",2008,,,,,,346054.968,,346269,658025,3.27
104,"Equatorial Guinea",2009,,,,,,357159.1777,,346269,676851,3.27
104,"Equatorial Guinea",2010,,,,,,368904.152,,346269,696167,3.27
104,"Equatorial Guinea",2011,,,,,,380462.6569,,346269,715996,3.27
105,"Bouvet Island",2006,,,,,,,,0,,
105,"Bouvet Island",2007,,,,,,,,0,,
105,"Bouvet Island",2008,,,,,,,,0,,
105,"Bouvet Island",2009,,,,,,,,0,,
105,"Bouvet Island",2010,,,,,,,,0,0,
105,"Bouvet Island",2011,,,,,,,,0,,
106,"Ghana",2006,0.008391459,0.0191988116194218,0.0108073526194218,0.0176291161180141,157000,9238300.394,0.03599999905,7071600,21947779,3.38
106,"Ghana",2007,0.008700755,0.0193957638992299,0.0106950088992299,0.0182788978916986,169200,9513438.408,0.026999998210465,7071600,22525659,3.38
106,"Ghana",2008,0.007792433,0.0169315978228642,0.00913916482286415,0.0163706571924203,157600,9793469.612,0.0169999979343038,7071600,23110139,3.38
106,"Ghana",2009,0.007068224,0.014981131034627,0.00791290703462705,0.0148492110070497,148600,10077810.35,0.00699999765814027,7071600,23691533,3.38
106,"Ghana",2010,0.006294656,0.0117504452202501,0.00545578922025011,0.0119278635119213,124800,10366145.7,-0.00933333238333489,7071600,24262901,3.38
106,"Ghana",2011,0.005593417,,,,114400,10673658.57,,7071600,24820706,3.38
107,"Clipperton Island",2006,,,,,,7691430.2392875,0.05512499928625,0,,4.01
107,"Clipperton Island",2007,,,,,,7871730.17905,0.04950000047625,0,,4.01
107,"Clipperton Island",2008,,,,,,8071420.2769625,0.0507022512702909,0,,4.01
107,"Clipperton Island",2009,,,,,,8132976.5530625,0.0591707611199421,0,,4.01
107,"Clipperton Island",2010,,,,,,8405721.25075,0.0635799354038679,0,0,4.01
107,"Clipperton Island",2011,,,,,,8596996.7696125,0.0571048151408344,0,,4.01
108,"Bermuda",2006,0.137342143,,,,4600,1512148.49257455,,79062.8,64523,5.3
108,"Bermuda",2007,0.159548543,,,,5400,1540371.44231727,,79062.8,64888,5.3
108,"Bermuda",2008,0.130068158,,,,4400,1561055.49864091,,79062.8,65273,5.3
108,"Bermuda",2009,0.135819575,,,,4600,1592289.67139273,,79062.8,65636,5.3
108,"Bermuda",2010,0.137368022,,,,4700,1603695.46414545,,79062.8,65124,5.3
108,"Bermuda",2011,0.141351595,,,,4900,1625613.31699545,,79062.8,64564,5.3
110,"Bahamas",2006,0.170352311,1.16015061306842,0.989798302068425,0.288406846408551,47400,177869.2215,0.07599999905,341504,335622,3.953333333
110,"Bahamas",2007,0.17670902,1.18082940424705,1.00412038424705,0.299168769419618,50400,182917.245,0.07900000095,341504,342049,3.953333333
110,"Bahamas",2008,0.171410322,1.12473546747295,0.953325145472952,0.290198062639431,49800,187959.4024,0.08699999809,341504,348340,3.953333333
110,"Bahamas",2009,0.169521473,1.09303745729216,0.923515984292157,0.287000236467432,47500,192896.375,0.1419999981,341504,354492,3.953333333
110,"Bahamas",2010,0.165734151,1.0508141537474,0.885080002747398,0.280588291260453,48700,197119.7119,0.119499998210954,341504,360498,3.953333333
110,"Bahamas",2011,0.169944375,1.06035158059103,0.89040720559103,0.287716209720963,49800,200564.5695,0.1369999981,341504,366331,3.953333333
111,"Turks and Caicos Islands",2006,,,,,,1512148.49257455,0.07400000095,38404.8,27642,3.953333333
111,"Turks and Caicos Islands",2007,,,,,,1540371.44231727,0.05400000095,38404.8,28638,3.953333333
111,"Turks and Caicos Islands",2008,,,,,,1561055.49864091,0.063000001224284,38404.8,29481,3.953333333
111,"Turks and Caicos Islands",2009,,,,,,1592289.67139273,0.0593214302382125,38404.8,30247,3.953333333
111,"Turks and Caicos Islands",2010,,,,,,1603695.46414545,0.0556428592521411,38404.8,30993,3.953333333
111,"Turks and Caicos Islands",2011,,,,,,1625613.31699545,0.0519642882660696,38404.8,31726,3.953333333
112,"Cuba",2006,0.017799454,0.105707045125173,0.0879075911251728,0.0301345156112338,144000,4871124.948,0.01899999976,10027600,11301100,3.953333333
112,"Cuba",2007,0.016190591,0.096147477453635,0.079956886453635,0.0274107068082721,134600,5000498.917,0.01799999952,10027600,11301674,3.953333333
112,"Cuba",2008,0.015810002,0.0939315676873978,0.0781215656873978,0.0267663693667411,133600,5072498.1,0.01600000024,10027600,11296355,3.953333333
112,"Cuba",2009,0.013862389,0.0824151950654098,0.0685528060654098,0.023469056691758,121000,5244888,0.01700000048,10027600,11288826,3.953333333
112,"Cuba",2010,0.013959331,0.0830434567739752,0.0690841257739752,0.0236331791705402,121400,5268559.918,0.025,10027600,11281768,3.953333333
112,"Cuba",2011,0.014039185,0.0835608316172476,0.0695216466172476,0.023768371456322,124100,5291066.437,0.0132000003660005,10027600,11276053,3.953333333
113,"Cayman Islands",2006,0.067011472,0.00677657339000869,-0.0602348986099913,0.00156161667534236,2300,1512148.49257455,0.02599999905,54912.1,50026,3.953333333
113,"Cayman Islands",2007,0.063074327,0.00626156067915921,-0.0568127663208408,0.00148464339375241,2200,1540371.44231727,0.03799999952,54912.1,51472,3.953333333
113,"Cayman Islands",2008,0.058690788,0.00574919484831213,-0.0529415931516879,0.00140129547085577,2100,1561055.49864091,0.04,54912.1,52912,3.953333333
113,"Cayman Islands",2009,0.058954547,0.00566174958786591,-0.0532927974121341,0.00141552975317569,2200,1592289.67139273,0.0239285710032118,54912.1,54275,3.953333333
113,"Cayman Islands",2010,0.062607125,0.00596976568965009,-0.0566373593103499,0.00152647326430074,2400,1603695.46414545,0.0196071423239266,54912.1,55509,3.953333333
113,"Cayman Islands",2011,0.063676873,0.00598990458430512,-0.0576869684156949,0.00156175362102394,2500,1625613.31699545,0.0152857136446403,54912.1,56601,3.953333333
114,"Haiti",2006,0.005966151,,,,64800,3783006.691,,9906550,9388642,2.59
114,"Haiti",2007,0.006430084,,,,71900,3877662.885,,9906550,9513714,2.59
114,"Haiti",2008,0.007418905,,,,84300,3966400.195,,9906550,9638255,2.59
114,"Haiti",2009,0.008029631,,,,93000,4062550.57,,9906550,9765153,2.59
114,"Haiti",2010,0.004390458,,,,52300,4160894.4,,9906550,9896400,2.59
114,"Haiti",2011,0.00427852,,,,52300,4261797.284,,9906550,10032864,2.59
115,"Dominican Republic",2006,0.031876034,0.174370803287157,0.142494769287157,0.0553403376339063,190100,4108980.053,0.1639999962,7697950,9479269,3.88
115,"Dominican Republic",2007,0.030047751,0.162048990864745,0.132001239864745,0.0521662340381887,184900,4204553.182,0.1569999981,7697950,9615015,3.88
115,"Dominican Republic",2008,0.02764713,0.147035121786501,0.119387991786501,0.0479984900675168,176300,4280923.311,0.1419999981,7697950,9750195,3.88
115,"Dominican Republic",2009,0.026838223,0.14079709660789,0.11395887360789,0.0465941365599538,173000,4363000.602,0.1489999962,7697950,9884265,3.88
115,"Dominican Republic",2010,0.025425429,0.131620565274464,0.106195136274464,0.0441413704592378,171300,4430037.906,0.1239999962,7697950,10016797,3.88
115,"Dominican Republic",2011,0.025551534,0.130568388826937,0.105016854826937,0.0443603013509305,172600,4515861.47,0.138399995186667,7697950,10147598,3.88
116,"Puerto Rico and Virgin Islands of the United States",2006,0.016426776,0.123007342621072,0.106580566621072,0.0244446068284793,16300,749228.93504,0.11,4391780,3805214,4.36
116,"Puerto Rico and Virgin Islands of the United States",2007,0.017536001,0.13208472322483,0.11454872222483,0.0260952397859494,17000,731155.790155,0.1089999962,4391780,3782995,4.36
116,"Puerto Rico and Virgin Islands of the United States",2008,0.015881907,0.120329627158747,0.104447720158747,0.0236337895999916,14900,713182.438265,0.1160000038,4391780,3760866,4.36
116,"Puerto Rico and Virgin Islands of the United States",2009,0.013827736,0.105339115555156,0.0915113795551559,0.0205769883243126,12500,714676.128555,0.15,4391780,3740410,4.36
116,"Puerto Rico and Virgin Islands of the United States",2010,0.014876482,0.113913209073779,0.0990367270737786,0.0221376219543246,12600,678387.16036,0.1610000038,4391780,3721208,4.36
116,"Puerto Rico and Virgin Islands of the United States",2011,0.014134211,0.109023859167713,0.0948896481677131,0.0210330526879863,12100,682425.874525,0.1569999981,4391780,3694093,4.36
117,"British Virgin Islands",2006,0.183061095,,,0.00235030204485351,3300,1512148.49257455,0.0714702552765217,31373.9,,3.953333333
117,"British Virgin Islands",2007,0.055161735,,,0.0023518696518044,3400,1540371.44231727,0.061487177584873,31373.9,,3.953333333
117,"British Virgin Islands",2008,0.053233002,,,0.00239731269022247,3500,1561055.49864091,0.0647558149115844,31373.9,,3.953333333
117,"British Virgin Islands",2009,0.042565951,,,0.00190646545012675,2800,1592289.67139273,0.0776260814678472,31373.9,,3.953333333
117,"British Virgin Islands",2010,0.045526672,,,0.00205276079364957,3000,1603695.46414545,0.0887007570587088,31373.9,,3.953333333
117,"British Virgin Islands",2011,0.044837131,0.00901024507496848,-0.0358268859250315,0.00201952604033096,3000,1625613.31699545,0.0861928561391801,31373.9,27800,3.953333333
118,"Anguilla",2006,0.168629126,0.00436400559245909,-0.164265120407541,0.00106831911129705,1500,1512148.49257455,0.0714702552765217,14052.7,13600,3.953333333
118,"Anguilla",2007,0.135027642,,,0.000899244278631092,1300,1540371.44231727,0.061487177584873,14052.7,,3.953333333
118,"Anguilla",2008,0.063355752,,,0.000753441131212776,1100,1561055.49864091,0.0647558149115844,14052.7,,3.953333333
118,"Anguilla",2009,0.080595872,,,0.000953232725063376,1400,1592289.67139273,0.0776260814678472,14052.7,,3.953333333
118,"Anguilla",2010,0.080455019,,,0.000957955037036464,1400,1603695.46414545,0.0887007570587088,14052.7,,3.953333333
118,"Anguilla",2011,0.084896204,,,0.00100976302016548,1500,1625613.31699545,0.0861928561391801,14052.7,,3.953333333
119,"Saint Kitts and Nevis",2006,0.074900833,,,,2400,1512148.49257455,,32246,49823,3.953333333
119,"Saint Kitts and Nevis",2007,0.067472572,,,,2200,1540371.44231727,,32246,50478,3.953333333
119,"Saint Kitts and Nevis",2008,0.051832329,,,,1700,1561055.49864091,,32246,51110,3.953333333
119,"Saint Kitts and Nevis",2009,0.045404692,,,,1500,1592289.67139273,,32246,51731,3.953333333
119,"Saint Kitts and Nevis",2010,0.047657419,,,,1600,1603695.46414545,,32246,52352,3.953333333
119,"Saint Kitts and Nevis",2011,0.046924896,,,,1600,1625613.31699545,,32246,52971,3.953333333
120,"Antigua and Barbuda",2006,0.096871009,,,,5200,1512148.49257455,,66221.5,83467,3.953333333
120,"Antigua and Barbuda",2007,0.089882635,,,,4900,1540371.44231727,,66221.5,84397,3.953333333
120,"Antigua and Barbuda",2008,0.09129127,,,,5000,1561055.49864091,,66221.5,85349,3.953333333
120,"Antigua and Barbuda",2009,0.090723449,,,,5000,1592289.67139273,,66221.5,86300,3.953333333
120,"Antigua and Barbuda",2010,0.084015779,,,,4700,1603695.46414545,,66221.5,87233,3.953333333
120,"Antigua and Barbuda",2011,0.089879266,,,,5100,1625613.31699545,,66221.5,88152,3.953333333
121,"Montserrat",2006,,,,,,1512148.49257455,0.0714702552765217,5421.22,,3.953333333
121,"Montserrat",2007,,,,,,1540371.44231727,0.061487177584873,5421.22,,3.953333333
121,"Montserrat",2008,,,,,,1561055.49864091,0.0647558149115844,5421.22,,3.953333333
121,"Montserrat",2009,,,,,,1592289.67139273,0.0776260814678472,5421.22,,3.953333333
121,"Montserrat",2010,,,,,,1603695.46414545,0.0887007570587088,5421.22,,3.953333333
121,"Montserrat",2011,,,,,,1625613.31699545,0.0861928561391801,5421.22,5164,3.953333333
122,"Saint Lucia",2006,0.106054703,0.773398565240159,0.667343862240159,0.179550852025055,12400,82807.21264,0.1660000038,182674,167658,3.953333333
122,"Saint Lucia",2007,0.10192053,0.732369052819031,0.630448522819031,0.172551688128692,12500,84234.95521,0.14,182674,170149,3.953333333
122,"Saint Lucia",2008,0.100786497,0.713382136631886,0.612595639631886,0.17063176671165,12400,86376.12221,0.158666668566668,182674,172734,3.953333333
122,"Saint Lucia",2009,0.097085314,0.677512245578635,0.580426931578635,0.164365656292917,12200,88646.1174,0.16268468696982,182674,175200,3.953333333
122,"Saint Lucia",2010,0.101576196,0.700073088743269,0.598496892743269,0.171968729078845,13100,90563.63971,0.158860659311891,182674,177397,3.953333333
122,"Saint Lucia",2011,0.093848113,0.640048988840844,0.546200875840844,0.158885067930837,12800,92524.33392,0.129295240664744,182674,179271,3.953333333
123,"Dominica",2006,0.063788927,0.00690255567485332,-0.0568863713251467,0.00183141911609151,2900,1512148.49257455,-0.0471666780666692,67393.3,70690,3.953333333
123,"Dominica",2007,0.05904293,0.00612112743810749,-0.0529218025618925,0.00162649918676655,2700,1540371.44231727,-0.0776666799666691,67393.3,70795,3.953333333
123,"Dominica",2008,0.059358013,0.00616505430408361,-0.0531929586959164,0.00164020767385296,2700,1561055.49864091,-0.0544999933499912,67393.3,70883,3.953333333
123,"Dominica",2009,0.05955116,0.00590295135884334,-0.0536482086411567,0.0015729790135429,2700,1592289.67139273,-0.0779999923999912,67393.3,70996,3.953333333
123,"Dominica",2010,0.065733447,,,,3000,1603695.46414545,,67393.3,71167,3.953333333
123,"Dominica",2011,0.065395907,,,,3000,1625613.31699545,,67393.3,71401,3.953333333
124,"Barbados",2006,0.109940048,0.837925359211971,0.727985311211971,0.141675319481328,19900,153846.6689,0.08699999809,333198,274923,4.88
124,"Barbados",2007,0.104315029,0.791156930217246,0.686841901217246,0.134426583264299,19300,155046.2128,0.07400000095,333198,276277,4.88
124,"Barbados",2008,0.107406362,0.810620984967435,0.703214622967435,0.138410260061763,19900,156447.7358,0.08100000381,333198,277634,4.88
124,"Barbados",2009,0.09710406,0.729263258269753,0.632159198269753,0.125134098278006,17800,158052.6655,0.1,333198,279006,4.88
124,"Barbados",2010,0.089627467,0.66977633358453,0.58014886658453,0.115499313724508,16400,159184.065,0.1080000019,333198,280396,4.88
124,"Barbados",2011,0.084624034,0.629226575510943,0.544602541510943,0.109051590038969,15500,160061.4435,0.1119999981,333198,281804,4.88
125,"Grenada",2006,0.034635633,0.0089438545652842,-0.0256917784347158,0.00192139646732506,2800,1512148.49257455,0.0362894738341993,121584,103260,3.953333333
125,"Grenada",2007,0.035725689,0.0090553252218991,-0.0266703637781009,0.00195148516503472,3000,1540371.44231727,0.00199999810001827,121584,103586,3.953333333
125,"Grenada",2008,0.036417638,0.00817535971313812,-0.0282422782868619,0.00176773147109402,2800,1561055.49864091,-0.0146666685666423,121584,103932,3.953333333
125,"Grenada",2009,0.032575135,,,,2500,1592289.67139273,,121584,104296,3.953333333
125,"Grenada",2010,0.032341476,,,,2500,1603695.46414545,,121584,104677,3.953333333
125,"Grenada",2011,0.033475522,,,,2600,1625613.31699545,,121584,105074,3.953333333
126,"Trinidad and Tobago",2006,,,,,,675871.7845,0.06300000191,1536520,1303478,3.93
126,"Trinidad and Tobago",2007,,,,,,680588.585,0.055,1536520,1310040,3.93
126,"Trinidad and Tobago",2008,,,,,,685469.2679,0.04599999905,1536520,1316449,3.93
126,"Trinidad and Tobago",2009,,,,,,693929.6535,0.0380666656573317,1536520,1322518,3.93
126,"Trinidad and Tobago",2010,,,,,,700893.7365,0.0283999992020017,1536520,1328095,3.93
126,"Trinidad and Tobago",2011,,,,,,707457.3011,0.0179761908195269,1536520,1333082,3.93
127,"Saint Vincent and the Grenadines",2006,0.038541591,,,,3100,52035.9807,,135286,108908,3.953333333
127,"Saint Vincent and the Grenadines",2007,0.034415687,,,,2800,52405.24017,,135286,109045,3.953333333
127,"Saint Vincent and the Grenadines",2008,0.029415959,,,,2400,52899.59121,,135286,109158,3.953333333
127,"Saint Vincent and the Grenadines",2009,0.028032891,,,,2300,53454.79881,,135286,109249,3.953333333
127,"Saint Vincent and the Grenadines",2010,0.02646903,,,,2200,53925.58477,,135286,109316,3.953333333
127,"Saint Vincent and the Grenadines",2011,0.02741268,,,,2300,54233.07788,,135286,109357,3.953333333
129,"Panama",2006,0.032660149,0.207302144659974,0.174641995659974,0.0461301542234472,61900,1469721.218,0.08699999809,3393660,3428509,4.54
129,"Panama",2007,0.033760658,0.210449425824029,0.176688767824029,0.0476845448105839,67600,1514583.448,0.06400000095,3393660,3491034,4.54
129,"Panama",2008,0.036273899,0.222142311899878,0.185868412899878,0.0512343204636224,76500,1581715.826,0.05599999905,3393660,3553480,4.54
129,"Panama",2009,0.034986253,0.210561240607899,0.175574987607899,0.049415611479768,74600,1616321.601,0.06599999905,3393660,3615846,4.54
129,"Panama",2010,0.035634373,0.210830385857183,0.175196012857183,0.0503310348436534,77600,1648975.68,0.065,3393660,3678128,4.54
129,"Panama",2011,0.034501355,0.200734827149756,0.166233472149756,0.0487307272948633,78400,1684650.433,0.045,3393660,3740282,4.54
130,"Costa Rica",2006,0.041636599,0.102217383338131,0.0605807843381313,0.0605183130406153,113000,1986386.598,0.06,1670960,4392493,4.44
130,"Costa Rica",2007,0.041795376,0.100981063732115,0.0591856877321148,0.0607490926558094,119700,2065408.593,0.04599999905,1670960,4463226,4.44
130,"Costa Rica",2008,0.041067484,0.0977013700491018,0.0566338860491018,0.0596911106633413,119100,2098077.784,0.04900000095,1670960,4532711,4.44
130,"Costa Rica",2009,0.03556316,0.0833429138701112,0.0477797538701112,0.0516906400614534,101800,2136018.196,0.07800000191,1670960,4601424,4.44
130,"Costa Rica",2010,0.03183519,0.0735157587794002,0.0416805687794002,0.0462720782663566,94100,2193768.945,0.07300000191,1670960,4669685,4.44
130,"Costa Rica",2011,0.029117717,0.0662753727019488,0.0371576557019488,0.0423222626814095,87800,2247625.422,0.07699999809,1670960,4737680,4.44
131,"Nicaragua",2006,0.017574714,0.0622342930540922,0.0446595790540922,0.0329114497574715,66700,2140074.254,0.05300000191,2846710,5524927,3.67
131,"Nicaragua",2007,0.016831256,0.0588495430114614,0.0420182870114614,0.0315192057269717,65800,2197490.587,0.05,2846710,5595533,3.67
131,"Nicaragua",2008,0.018927631,0.065333475701629,0.046405844701629,0.0354450024571839,74900,2252806.9,0.06199999809,2846710,5667983,3.67
131,"Nicaragua",2009,0.019527574,0.0665200584232835,0.0469924844232835,0.0365684898456984,79800,2313085.502,0.0565819546962109,2846710,5743329,3.67
131,"Nicaragua",2010,0.020214333,0.0679265651776966,0.0477122321776966,0.037854555799011,82700,2374649.562,0.08,2846710,5822209,3.67
